instrument_token,last_trade_time,last_price,oi_day_high,oi_day_low,volume
779521,2024-04-03 12:09:28,763,0,0,4627732
779521,2024-04-03 12:09:28,763,0,0,4627732
779521,2024-04-03 12:09:28,763,0,0,4627732
779521,2024-04-03 12:09:28,762.95,0,0,4627732
779521,2024-04-03 12:09:28,762.95,0,0,4627732
779521,2024-04-03 12:09:28,762.95,0,0,4627732
779521,2024-04-03 12:09:29,763,0,0,4627791
779521,2024-04-03 12:09:29,763,0,0,4627791
779521,2024-04-03 12:09:29,763,0,0,4627791
779521,2024-04-03 12:09:29,763,0,0,4627791
779521,2024-04-03 12:09:29,763,0,0,4627791
779521,2024-04-03 12:09:29,763,0,0,4627791
779521,2024-04-03 12:09:29,763,0,0,4627791
779521,2024-04-03 12:09:29,763,0,0,4627791
779521,2024-04-03 12:09:29,763,0,0,4627791
779521,2024-04-03 12:09:29,763,0,0,4627791
779521,2024-04-03 12:09:30,763.1,0,0,4627900
779521,2024-04-03 12:09:30,763.1,0,0,4627900
779521,2024-04-03 12:09:30,763.1,0,0,4627900
779521,2024-04-03 12:09:30,763.1,0,0,4627900
779521,2024-04-03 12:09:30,762.95,0,0,4627900
779521,2024-04-03 12:09:30,762.95,0,0,4627900
779521,2024-04-03 12:09:30,762.95,0,0,4627900
779521,2024-04-03 12:09:30,762.95,0,0,4627900
779521,2024-04-03 12:09:30,762.95,0,0,4627900
779521,2024-04-03 12:09:31,763,0,0,4627953
779521,2024-04-03 12:09:31,763,0,0,4627953
779521,2024-04-03 12:09:31,763,0,0,4627953
779521,2024-04-03 12:09:31,763,0,0,4627953
779521,2024-04-03 12:09:31,763,0,0,4627953
779521,2024-04-03 12:09:31,763,0,0,4627953
779521,2024-04-03 12:09:31,763,0,0,4627953
779521,2024-04-03 12:09:31,763,0,0,4627953
779521,2024-04-03 12:09:31,763.05,0,0,4627985
779521,2024-04-03 12:09:31,763.05,0,0,4627985
779521,2024-04-03 12:09:31,763.05,0,0,4627985
779521,2024-04-03 12:09:31,763.05,0,0,4627985
779521,2024-04-03 12:09:31,763.05,0,0,4627985
779521,2024-04-03 12:09:31,763,0,0,4627985
779521,2024-04-03 12:09:31,763,0,0,4627985
779521,2024-04-03 12:09:31,763,0,0,4627985
779521,2024-04-03 12:09:31,763,0,0,4627985
779521,2024-04-03 12:09:31,763,0,0,4627985
779521,2024-04-03 12:09:31,763,0,0,4627985
779521,2024-04-03 12:09:33,763,0,0,4628104
779521,2024-04-03 12:09:33,763,0,0,4628104
779521,2024-04-03 12:09:33,763,0,0,4628104
779521,2024-04-03 12:09:33,763,0,0,4628104
779521,2024-04-03 12:09:33,763,0,0,4628104
779521,2024-04-03 12:09:33,763,0,0,4628104
779521,2024-04-03 12:09:33,763,0,0,4628104
779521,2024-04-03 12:09:33,763,0,0,4628104
779521,2024-04-03 12:09:33,763,0,0,4628104
779521,2024-04-03 12:09:33,763,0,0,4628104
779521,2024-04-03 12:09:33,763,0,0,4628104
779521,2024-04-03 12:09:33,763,0,0,4628104
779521,2024-04-03 12:09:33,763,0,0,4628104
